log_location,booked_location,log_plate_no,booked_plate_no,gps_received,arrival,trip_number,group_names,time_difference,duration
PH Cabuyao FG UHT - Source,NA,NBI6069,NA,2020-12-29T18:42:41Z,NA,NA,"DHL,Gtycoon Logistics Corporation,Nestle",NA,NA
IMC - Cabuyao Factory,NA,NBI6069,NA,2020-12-29T18:44:48Z,NA,NA,"DHL,Gtycoon Logistics Corporation,Nestle,DHL,Gtycoon Logistics Corporation,Nestle",NA,NA
PH Cabuyao FG UHT - Source,NA,NBI6069,NA,2020-12-29T18:44:48Z,NA,NA,"DHL,Gtycoon Logistics Corporation,Nestle,DHL,Gtycoon Logistics Corporation,Nestle",NA,NA
IMC - Cabuyao Factory,NA,NBI6069,NA,2020-12-29T18:45:13Z,NA,NA,"DHL,Gtycoon Logistics Corporation,Nestle",NA,NA
8070 BCFG Calamba,NA,AUA6096,NA,2020-12-29T18:45:16Z,NA,NA,"ACJ Movers Trucking,DHL",NA,NA
8070 BCFG Calamba,NA,AUA9786,NA,2020-12-29T18:47:17Z,NA,NA,"DHL,DHL",NA,NA
8020 BCFG MCD,NA,CAJ7517,NA,2020-12-29T18:48:42Z,NA,NA,"DHL,MDP Trucking",NA,NA
NA,NA,AUA6096,NA,2020-12-29T18:49:03Z,NA,NA,"ACJ Movers Trucking,DHL",NA,NA
8070 BCFG Calamba,NA,AUA6096,NA,2020-12-29T18:49:03Z,NA,NA,"ACJ Movers Trucking,DHL",NA,NA
8330 BCFG GMA MEGA DC,NA,APA5976,NA,2020-12-29T18:49:09Z,NA,NA,DHL,NA,NA
8070 BCFG Calamba,8070 BCFG Calamba,AAT2621,AAT2621,2020-12-29T18:49:56Z,2020-12-21T02:00:00Z,7300225663,"DHL,MDP Trucking",8d 16H 49M 56S,751796s (~1.24 weeks)
8174 BCFG DC Pinagbuhatan,NA,AAB1199,NA,2020-12-29T18:51:32Z,NA,NA,"DHL,Wide Area Logistics Solutions Inc.",NA,NA
8420 South Mega DC,NA,#030110,NA,2020-12-29T18:53:23Z,NA,NA,DHL,NA,NA
8330 BCFG GMA MEGA DC,8330 BCFG GMA MEGA DC,GFE0054,GFE0054,2020-12-29T18:54:14Z,2020-12-17T09:00:00Z,7300241654,"DHL,Gods Favor",12d 9H 54M 14S,1072454s (~1.77 weeks)
8060 BCFG Tarlac,NA,WMQ 441,NA,2020-12-29T18:56:18Z,NA,NA,"DHL,DMaya One Logistics",NA,NA
8330 BCFG GMA MEGA DC,8330 BCFG GMA MEGA DC,NBB7160,NBB7160,2020-12-29T18:56:56Z,2020-12-27T23:01:00Z,7300238637,"DHL,Gods Favor",1d 19H 55M 56S,158156s (~1.83 days)
8330 BCFG GMA MEGA DC,8330 BCFG GMA MEGA DC,NBB7160,NBB7160,2020-12-29T18:56:56Z,2020-12-30T04:35:17Z,7300241614,"DHL,Gods Favor",-9H -38M -21S,-34701s (~-9.64 hours)
8330 BCFG GMA MEGA DC,8330 BCFG GMA MEGA DC,NBB7160,NBB7160,2020-12-29T18:56:56Z,2020-12-30T06:30:00Z,7300241892,"DHL,Gods Favor",-11H -33M -4S,-41584s (~-11.55 hours)
8330 BCFG GMA MEGA DC,8330 BCFG GMA MEGA DC,NBB7160,NBB7160,2020-12-29T18:56:56Z,2020-12-30T06:31:00Z,7300241894,"DHL,Gods Favor",-11H -34M -4S,-41644s (~-11.57 hours)
8330 BCFG GMA MEGA DC,8330 BCFG GMA MEGA DC,AAR1493,AAR1493,2020-12-29T18:58:36Z,2020-12-28T03:30:00Z,7300237817,"DHL,Gods Favor",1d 15H 28M 36S,142116s (~1.64 days)
8330 BCFG GMA MEGA DC,8330 BCFG GMA MEGA DC,AAR1493,AAR1493,2020-12-29T18:58:36Z,2020-12-28T03:33:00Z,7300237834,"DHL,Gods Favor",1d 15H 25M 36S,141936s (~1.64 days)
8410 North Mega DC,NA,WIV194,NA,2020-12-29T18:59:00Z,NA,NA,"DHL,Gods Favor",NA,NA
8330 BCFG GMA MEGA DC,8330 BCFG GMA MEGA DC,AMA2341,AMA2341,2020-12-29T18:59:24Z,2020-12-28T18:32:00Z,7300240576,"DHL,Gods Favor",1d 0H 27M 24S,88044s (~1.02 days)
8330 BCFG GMA MEGA DC,8330 BCFG GMA MEGA DC,AMA2341,AMA2341,2020-12-29T18:59:24Z,2021-01-04T09:00:00Z,7300245114,"DHL,Gods Favor",-5d -14H 0M -36S,-482436s (~-5.58 days)
8330 BCFG GMA MEGA DC,NA,CAQ2534,NA,2020-12-29T18:59:31Z,NA,NA,"DHL,IMFG Trucking Services",NA,NA
8174 BCFG DC Pinagbuhatan,8174 BCFG DC Pinagbuhatan,ABJ9213,ABJ9213,2020-12-29T19:00:45Z,2020-12-30T03:59:00Z,7300241641,DHL,-8H -58M -15S,-32295s (~-8.97 hours)
8330 BCFG GMA MEGA DC,8330 BCFG GMA MEGA DC,GFE0054,GFE0054,2020-12-29T19:01:08Z,2020-12-17T09:00:00Z,7300241654,"DHL,Gods Favor",12d 10H 1M 8S,1072868s (~1.77 weeks)
8420 South Mega DC,NA,CAE 1414,NA,2020-12-29T19:01:10Z,NA,NA,"DHL,Kwinber Trucking",NA,NA
8174 BCFG DC Pinagbuhatan,NA,GFE0054,NA,2020-12-29T19:03:42Z,NA,NA,"DHL,Gods Favor",NA,NA
8330 BCFG GMA MEGA DC,NA,APA5976,NA,2020-12-29T19:03:55Z,NA,NA,DHL,NA,NA
8330 BCFG GMA MEGA DC,8330 BCFG GMA MEGA DC,NBB7160,NBB7160,2020-12-29T19:04:21Z,2020-12-27T23:01:00Z,7300238637,"DHL,Gods Favor",1d 20H 3M 21S,158601s (~1.84 days)
8330 BCFG GMA MEGA DC,8330 BCFG GMA MEGA DC,NBB7160,NBB7160,2020-12-29T19:04:21Z,2020-12-30T04:35:17Z,7300241614,"DHL,Gods Favor",-9H -30M -56S,-34256s (~-9.52 hours)
8330 BCFG GMA MEGA DC,8330 BCFG GMA MEGA DC,NBB7160,NBB7160,2020-12-29T19:04:21Z,2020-12-30T06:30:00Z,7300241892,"DHL,Gods Favor",-11H -25M -39S,-41139s (~-11.43 hours)
8330 BCFG GMA MEGA DC,8330 BCFG GMA MEGA DC,NBB7160,NBB7160,2020-12-29T19:04:21Z,2020-12-30T06:31:00Z,7300241894,"DHL,Gods Favor",-11H -26M -39S,-41199s (~-11.44 hours)
8030 BCFG Bagong Ilog,NA,ACK3487,NA,2020-12-29T19:04:47Z,NA,NA,"DHL,Gods Favor",NA,NA
8420 South Mega DC,8420 South Mega DC,WBQ 185,WBQ 185,2020-12-29T19:05:04Z,2020-12-28T05:18:00Z,7300235057,"DHL,Pet Trucking Services",1d 13H 47M 4S,136024s (~1.57 days)
8420 South Mega DC,NA,AUA9786,NA,2020-12-29T19:05:25Z,NA,NA,"DHL,DHL",NA,NA
8330 BCFG GMA MEGA DC,8330 BCFG GMA MEGA DC,AMA2341,AMA2341,2020-12-29T19:05:55Z,2020-12-28T18:32:00Z,7300240576,"DHL,Gods Favor",1d 0H 33M 55S,88435s (~1.02 days)
8330 BCFG GMA MEGA DC,8330 BCFG GMA MEGA DC,AMA2341,AMA2341,2020-12-29T19:05:55Z,2021-01-04T09:00:00Z,7300245114,"DHL,Gods Favor",-5d -13H -54M -5S,-482045s (~-5.58 days)
ULTRA MEGA MULTI SALES BALIWAG (W-S,NA,CAE 6634,NA,2020-12-29T19:06:24Z,NA,NA,"DHL,Iron Horse",NA,NA
ULTRA MEGA MULTI SALES BALIWAG BULA,NA,CAE 6634,NA,2020-12-29T19:06:24Z,NA,NA,"DHL,Iron Horse",NA,NA
8174 BCFG DC Pinagbuhatan,NA,APA5976,NA,2020-12-29T19:06:49Z,NA,NA,DHL,NA,NA
PH Batino Grocery - Source,NA,AWA7545,NA,2020-12-29T19:07:43Z,NA,NA,"DHL,Gtycoon Logistics Corporation,Nestle",NA,NA
PH Batino Grocery - Destination,NA,AWA7545,NA,2020-12-29T19:07:43Z,NA,NA,"DHL,Gtycoon Logistics Corporation,Nestle",NA,NA
8174 BCFG DC Pinagbuhatan,NA,ABD1146,NA,2020-12-29T19:08:52Z,NA,NA,DHL,NA,NA
8174 BCFG DC Pinagbuhatan,8174 BCFG DC Pinagbuhatan,AVA3480,AVA3480,2020-12-29T19:09:09Z,2020-12-31T08:59:00Z,7300242021,"DHL,RGE Transport",-1d -13H -49M -51S,-136191s (~-1.58 days)
8174 BCFG DC Pinagbuhatan,NA,AMA2341,NA,2020-12-29T19:09:26Z,NA,NA,"DHL,Gods Favor",NA,NA
8100 BCFG San Pedro,NA,NBT 6396,NA,2020-12-29T19:12:01Z,NA,NA,"DHL,Goldmaine Logistics Service",NA,NA
BES SERV LOGISTICS CORP.,NA,TJQ 712,NA,2020-12-29T19:14:14Z,NA,NA,"DHL,BES Serv Logistics Corp",NA,NA
8174 BCFG DC Pinagbuhatan,NA,AMA2341,NA,2020-12-29T19:14:21Z,NA,NA,"DHL,Gods Favor",NA,NA
8420 South Mega DC,NA,RMH 708,NA,2020-12-29T19:14:45Z,NA,NA,"ACJ Movers Trucking,DHL",NA,NA
8174 BCFG DC Pinagbuhatan,NA,ABJ9211,NA,2020-12-29T19:15:12Z,NA,NA,DHL,NA,NA
8174 BCFG DC Pinagbuhatan,8174 BCFG DC Pinagbuhatan,UVX433,UVX433,2020-12-29T19:16:26Z,2020-12-31T09:00:00Z,7300242023,"DHL,RGE Transport",-1d -13H -43M -34S,-135814s (~-1.57 days)
8174 BCFG DC Pinagbuhatan,8174 BCFG DC Pinagbuhatan,UVX433,UVX433,2020-12-29T19:16:26Z,2021-01-03T06:51:00Z,7300242324,"DHL,RGE Transport",-4d -11H -34M -34S,-387274s (~-4.48 days)
8174 BCFG DC Pinagbuhatan,8174 BCFG DC Pinagbuhatan,UVX433,UVX433,2020-12-29T19:17:10Z,2020-12-31T09:00:00Z,7300242023,"DHL,RGE Transport",-1d -13H -42M -50S,-135770s (~-1.57 days)
8174 BCFG DC Pinagbuhatan,8174 BCFG DC Pinagbuhatan,UVX433,UVX433,2020-12-29T19:17:10Z,2021-01-03T06:51:00Z,7300242324,"DHL,RGE Transport",-4d -11H -33M -50S,-387230s (~-4.48 days)
SANFORD MARKETING - LUMINA IMUS,NA,CAL7887,NA,2020-12-29T19:18:18Z,NA,NA,"DHL,Truckmans Enterprises Inc",NA,NA
8100 BCFG San Pedro,NA,RKS 597,NA,2020-12-29T19:18:31Z,NA,NA,"ACJ Movers Trucking,DHL",NA,NA
SANFORD MARKETING - LUMINA IMUS,NA,CAL7887,NA,2020-12-29T19:18:49Z,NA,NA,"DHL,Truckmans Enterprises Inc",NA,NA
8070 BCFG Calamba,NA,#030110,NA,2020-12-29T19:21:25Z,NA,NA,DHL,NA,NA
8174 BCFG DC Pinagbuhatan,NA,NCK 4839,NA,2020-12-29T19:22:57Z,NA,NA,"DHL,DHL,EJE Trucking",NA,NA
8174 BCFG DC Pinagbuhatan,NA,CAZ 1682,NA,2020-12-29T19:24:05Z,NA,NA,"DHL,Kilometrico Inc.",NA,NA
BES SERV LOGISTICS CORP.,NA,TJQ 712,NA,2020-12-29T19:24:51Z,NA,NA,"DHL,BES Serv Logistics Corp",NA,NA
8330 BCFG GMA MEGA DC,NA,RJH 904,NA,2020-12-29T19:28:58Z,NA,NA,"DHL,Molave Trading",NA,NA
8420 South Mega DC,NA,ACK3669,NA,2020-12-29T19:30:22Z,NA,NA,"DHL,Gods Favor",NA,NA
8330 BCFG GMA MEGA DC,8330 BCFG GMA MEGA DC,ACK3487,ACK3487,2020-12-29T19:31:25Z,2020-12-29T23:01:00Z,7300241703,"DHL,Gods Favor",-3H -29M -35S,-12575s (~-3.49 hours)
8330 BCFG GMA MEGA DC,8330 BCFG GMA MEGA DC,ACK3487,ACK3487,2020-12-29T19:31:25Z,2020-12-31T03:48:00Z,7300244074,"DHL,Gods Favor",-1d -8H -16M -35S,-116195s (~-1.34 days)
8420 South Mega DC,NA,NAW4816,NA,2020-12-29T19:32:08Z,NA,NA,"DHL,Gods Favor",NA,NA
8174 BCFG DC Pinagbuhatan,NA,ABC 7417,NA,2020-12-29T19:32:40Z,NA,NA,"DHL,Tri-Axle Trading & Logistics Corp.",NA,NA
BES SERV LOGISTICS CORP.,NA,NOK 242,NA,2020-12-29T19:33:17Z,NA,NA,"DHL,BES Serv Logistics Corp",NA,NA
8420 South Mega DC,NA,ABX7310,NA,2020-12-29T19:33:24Z,NA,NA,"DHL,Gods Favor",NA,NA
8420 South Mega DC,NA,AUA9784,NA,2020-12-29T19:33:58Z,NA,NA,"DHL,SPC Trucking",NA,NA
8110 BCFG Cavite,NA,RHT 700,NA,2020-12-29T19:34:35Z,NA,NA,"DHL,Kwinber Trucking",NA,NA
8420 South Mega DC,8420 South Mega DC,MPK 3422,MPK 3422,2020-12-29T19:34:47Z,2020-12-26T04:31:00Z,7300232061,"DHL,M.P. Kagaoan Ent. Inc.",3d 15H 3M 47S,313427s (~3.63 days)
8420 South Mega DC,8420 South Mega DC,MPK 3422,MPK 3422,2020-12-29T19:34:47Z,2020-12-28T07:01:00Z,7300235429,"DHL,M.P. Kagaoan Ent. Inc.",1d 12H 33M 47S,131627s (~1.52 days)
8420 South Mega DC,8420 South Mega DC,MPK 3422,MPK 3422,2020-12-29T19:34:47Z,2021-01-04T12:55:46Z,7300243639,"DHL,M.P. Kagaoan Ent. Inc.",-5d -17H -20M -59S,-494459s (~-5.72 days)
8330 BCFG GMA MEGA DC,8330 BCFG GMA MEGA DC,ACK3487,ACK3487,2020-12-29T19:35:27Z,2020-12-29T23:01:00Z,7300241703,"DHL,Gods Favor",-3H -25M -33S,-12333s (~-3.43 hours)
8330 BCFG GMA MEGA DC,8330 BCFG GMA MEGA DC,ACK3487,ACK3487,2020-12-29T19:35:27Z,2020-12-31T03:48:00Z,7300244074,"DHL,Gods Favor",-1d -8H -12M -33S,-115953s (~-1.34 days)
8174 BCFG DC Pinagbuhatan,NA,AAQ7737,NA,2020-12-29T19:35:45Z,NA,NA,DHL,NA,NA
ULTRA MEGA MULTI SALES MONTALBAN RI,NA,CAS7915,NA,2020-12-29T19:36:01Z,NA,NA,"DHL,Kilometrico Inc.",NA,NA
8174 BCFG DC Pinagbuhatan,NA,NBT 2297,NA,2020-12-29T19:36:37Z,NA,NA,"DHL,DHL,EJE Trucking",NA,NA
PHILIPPINE SEVEN - PASIG,NA,RLG 916,NA,2020-12-29T19:37:44Z,NA,NA,"DHL,ACTFAST Trucking Services",NA,NA
8174 BCFG DC Pinagbuhatan,8174 BCFG DC Pinagbuhatan,ABK1479,ABK1479,2020-12-29T19:37:46Z,2020-12-26T09:00:00Z,7300239875,DHL,3d 10H 37M 46S,297466s (~3.44 days)
8174 BCFG DC Pinagbuhatan,8174 BCFG DC Pinagbuhatan,ABK1479,ABK1479,2020-12-29T19:37:46Z,2020-12-29T09:00:00Z,7300240776,DHL,10H 37M 46S,38266s (~10.63 hours)
PUREGOLD PRICE CLUB - OSMENA HIGHWA,NA,CCO 1930,NA,2020-12-29T19:38:59Z,NA,NA,"DHL,Express 23 Trucking",NA,NA
8174 BCFG DC Pinagbuhatan,8174 BCFG DC Pinagbuhatan,TJQ 712,TJQ 712,2020-12-29T19:39:05Z,2020-12-30T15:43:00Z,7300240538,"DHL,BES Serv Logistics Corp",-20H -3M -55S,-72235s (~-20.07 hours)
8174 BCFG DC Pinagbuhatan,8174 BCFG DC Pinagbuhatan,TJQ 712,TJQ 712,2020-12-29T19:39:05Z,2021-01-04T07:26:00Z,7300242507,"DHL,BES Serv Logistics Corp",-5d -11H -46M -55S,-474415s (~-5.49 days)
8174 BCFG DC Pinagbuhatan,8174 BCFG DC Pinagbuhatan,TJQ 712,TJQ 712,2020-12-29T19:39:05Z,2021-01-04T08:08:00Z,7300244665,"DHL,BES Serv Logistics Corp",-5d -12H -28M -55S,-476935s (~-5.52 days)
8070 BCFG Calamba,NA,AUB 1250,NA,2020-12-29T19:39:56Z,NA,NA,"ACJ Movers Trucking,DHL",NA,NA
8070 BCFG Calamba,NA,AUA 9779,NA,2020-12-29T19:41:21Z,NA,NA,"DHL,SPC Trucking",NA,NA
8420 South Mega DC,NA,WIH 423,NA,2020-12-29T19:43:43Z,NA,NA,"DHL,Kwinber Trucking",NA,NA
8070 BCFG Calamba,NA,CAT9068,NA,2020-12-29T19:43:44Z,NA,NA,"DHL,MDP Trucking",NA,NA
8070 BCFG Calamba,NA,#292,NA,2020-12-29T19:46:41Z,NA,NA,DHL,NA,NA
8174 BCFG DC Pinagbuhatan,8174 BCFG DC Pinagbuhatan,APA3742,APA3742,2020-12-29T19:49:49Z,2020-12-22T08:19:00Z,7300226593,"DHL,RGE Transport",7d 11H 30M 49S,646249s (~1.07 weeks)
8174 BCFG DC Pinagbuhatan,8174 BCFG DC Pinagbuhatan,APA3742,APA3742,2020-12-29T19:49:49Z,2020-12-31T08:59:00Z,7300242022,"DHL,RGE Transport",-1d -13H -9M -11S,-133751s (~-1.55 days)
8174 BCFG DC Pinagbuhatan,8174 BCFG DC Pinagbuhatan,APA3742,APA3742,2020-12-29T19:49:49Z,2021-01-05T13:33:04Z,7300242520,"DHL,RGE Transport",-6d -17H -43M -15S,-582195s (~-6.74 days)
8174 BCFG DC Pinagbuhatan,8174 BCFG DC Pinagbuhatan,NOK 242,NOK 242,2020-12-29T19:49:52Z,2020-12-30T06:39:00Z,7300241942,"DHL,BES Serv Logistics Corp",-10H -49M -8S,-38948s (~-10.82 hours)
8174 BCFG DC Pinagbuhatan,8174 BCFG DC Pinagbuhatan,NOK 242,NOK 242,2020-12-29T19:49:52Z,2020-12-30T05:36:39Z,7300239958,"DHL,BES Serv Logistics Corp",-9H -46M -47S,-35207s (~-9.78 hours)
8174 BCFG DC Pinagbuhatan,NA,AUA7959,NA,2020-12-29T19:52:06Z,NA,NA,DHL,NA,NA
PH Batino Grocery - Source,NA,MGF358,NA,2020-12-29T19:52:08Z,NA,NA,"DHL,Gtycoon Logistics Corporation,Nestle",NA,NA
PH Batino Grocery - Destination,NA,MGF358,NA,2020-12-29T19:52:08Z,NA,NA,"DHL,Gtycoon Logistics Corporation,Nestle",NA,NA
8070 BCFG Calamba,NA,AUA6096,NA,2020-12-29T19:54:41Z,NA,NA,"ACJ Movers Trucking,DHL",NA,NA
8174 BCFG DC Pinagbuhatan,NA,ABC 7414,NA,2020-12-29T19:55:14Z,NA,NA,"DHL,Tri-Axle Trading & Logistics Corp.",NA,NA
8070 BCFG Calamba,NA,CAE 4554,NA,2020-12-29T19:58:06Z,NA,NA,"ACJ Movers Trucking,DHL",NA,NA
8020 BCFG MCD,NA,NFZ3012,NA,2020-12-29T19:59:36Z,NA,NA,"DHL,Gods Favor",NA,NA
8420 South Mega DC,NA,AUA 9779,NA,2020-12-29T20:01:17Z,NA,NA,"DHL,SPC Trucking",NA,NA
8174 BCFG DC Pinagbuhatan,NA,AUA7959,NA,2020-12-29T20:06:34Z,NA,NA,DHL,NA,NA
8180 BCFG San Pedro 2,NA,RES 917,NA,2020-12-29T20:06:48Z,NA,NA,"DHL,Goldmaine Logistics Service",NA,NA
8050 BCFG Pampanga,NA,WIV194,NA,2020-12-29T20:07:45Z,NA,NA,"DHL,Gods Favor",NA,NA
8410 North Mega DC,NA,WIV194,NA,2020-12-29T20:07:45Z,NA,NA,"DHL,Gods Favor",NA,NA
8050 BCFG Pampanga,NA,ABK2618,NA,2020-12-29T20:10:37Z,NA,NA,"DHL,MDP Trucking",NA,NA
8410 North Mega DC,NA,ABK2618,NA,2020-12-29T20:10:37Z,NA,NA,"DHL,MDP Trucking",NA,NA
8050 BCFG Pampanga,NA,MGS5042,NA,2020-12-29T20:10:42Z,NA,NA,"DHL,M.G. Salvador Jr Trucking",NA,NA
8410 North Mega DC,NA,MGS5042,NA,2020-12-29T20:10:42Z,NA,NA,"DHL,M.G. Salvador Jr Trucking",NA,NA
8050 BCFG Pampanga,NA,CDK 3506,NA,2020-12-29T20:10:45Z,NA,NA,"DHL,M.G. Salvador Jr Trucking",NA,NA
8410 North Mega DC,NA,CDK 3506,NA,2020-12-29T20:10:45Z,NA,NA,"DHL,M.G. Salvador Jr Trucking",NA,NA
8050 BCFG Pampanga,NA,CCN 2013,NA,2020-12-29T20:11:21Z,NA,NA,"DHL,M.G. Salvador Jr Trucking",NA,NA
8410 North Mega DC,NA,CCN 2013,NA,2020-12-29T20:11:21Z,NA,NA,"DHL,M.G. Salvador Jr Trucking",NA,NA
8060 BCFG Tarlac,NA,CCN2334,NA,2020-12-29T20:11:51Z,NA,NA,"DHL,Gods Favor",NA,NA
WALTERMART SUPERMARKET - TAYTAY,NA,NDP9397,NA,2020-12-29T20:12:14Z,NA,NA,"DHL,Connected Freight",NA,NA
8060 BCFG Tarlac,NA,CAJ5897,NA,2020-12-29T20:12:18Z,NA,NA,"DHL,MDP Trucking",NA,NA
8020 BCFG MCD,NA,UVV628,NA,2020-12-29T20:12:59Z,NA,NA,"DHL,RGE Transport",NA,NA
8050 BCFG Pampanga,NA,ABK2618,NA,2020-12-29T20:13:07Z,NA,NA,"DHL,MDP Trucking",NA,NA
8410 North Mega DC,NA,ABK2618,NA,2020-12-29T20:13:07Z,NA,NA,"DHL,MDP Trucking",NA,NA
8174 BCFG DC Pinagbuhatan,NA,AUA7959,NA,2020-12-29T20:14:06Z,NA,NA,DHL,NA,NA
8050 BCFG Pampanga,NA,CDK 3506,NA,2020-12-29T20:15:05Z,NA,NA,"DHL,M.G. Salvador Jr Trucking",NA,NA
8410 North Mega DC,NA,CDK 3506,NA,2020-12-29T20:15:05Z,NA,NA,"DHL,M.G. Salvador Jr Trucking",NA,NA
8050 BCFG Pampanga,NA,MGS5042,NA,2020-12-29T20:15:10Z,NA,NA,"DHL,M.G. Salvador Jr Trucking",NA,NA
8410 North Mega DC,NA,MGS5042,NA,2020-12-29T20:15:10Z,NA,NA,"DHL,M.G. Salvador Jr Trucking",NA,NA
8420 South Mega DC,NA,BYM0934,NA,2020-12-29T20:15:27Z,NA,NA,"DHL,Boyemma Trading",NA,NA
8030 BCFG Bagong Ilog,NA,AWA4255,NA,2020-12-29T20:15:51Z,NA,NA,"DHL,Gtycoon Logistics Corporation,Nestle",NA,NA
8050 BCFG Pampanga,NA,CCN 2013,NA,2020-12-29T20:16:22Z,NA,NA,"DHL,M.G. Salvador Jr Trucking",NA,NA
8410 North Mega DC,NA,CCN 2013,NA,2020-12-29T20:16:22Z,NA,NA,"DHL,M.G. Salvador Jr Trucking",NA,NA
PUREGOLD PRICE CLUB - 999 MALL,NA,ABC 7417,NA,2020-12-29T20:16:48Z,NA,NA,"DHL,Tri-Axle Trading & Logistics Corp.",NA,NA
"ULTRA MEGA MULTI SALES TONDO, MANIL",NA,ABC 7417,NA,2020-12-29T20:17:07Z,NA,NA,"DHL,Tri-Axle Trading & Logistics Corp.",NA,NA
8030 BCFG Bagong Ilog,NA,AWA4255,NA,2020-12-29T20:17:50Z,NA,NA,"DHL,Gtycoon Logistics Corporation,Nestle",NA,NA
8174 BCFG DC Pinagbuhatan,8174 BCFG DC Pinagbuhatan,AVA3480,AVA3480,2020-12-29T20:20:42Z,2020-12-31T08:59:00Z,7300242021,"DHL,RGE Transport",-1d -12H -38M -18S,-131898s (~-1.53 days)
8420 South Mega DC,8420 South Mega DC,ABK 3114,ABK 3114,2020-12-29T20:21:33Z,2020-12-26T06:19:00Z,7300232638,"DHL,Pet Trucking Services",3d 14H 2M 33S,309753s (~3.59 days)
8420 South Mega DC,8420 South Mega DC,ABK 3114,ABK 3114,2020-12-29T20:21:33Z,2021-01-02T05:43:00Z,7300239934,"DHL,Pet Trucking Services",-3d -9H -21M -27S,-292887s (~-3.39 days)
8330 BCFG GMA MEGA DC,NA,RJH 904,NA,2020-12-29T20:21:47Z,NA,NA,"DHL,Molave Trading",NA,NA
PUREGOLD PRICE CLUB - MALABON LETRE,NA,NBT 2297,NA,2020-12-29T20:22:18Z,NA,NA,"DHL,DHL,EJE Trucking",NA,NA
8174 BCFG DC Pinagbuhatan,8174 BCFG DC Pinagbuhatan,UVX433,UVX433,2020-12-29T20:22:22Z,2020-12-31T09:00:00Z,7300242023,"DHL,RGE Transport",-1d -12H -37M -38S,-131858s (~-1.53 days)
8174 BCFG DC Pinagbuhatan,8174 BCFG DC Pinagbuhatan,UVX433,UVX433,2020-12-29T20:22:22Z,2021-01-03T06:51:00Z,7300242324,"DHL,RGE Transport",-4d -10H -28M -38S,-383318s (~-4.44 days)
8030 BCFG Bagong Ilog,8030 BCFG Bagong Ilog,UVV628,UVV628,2020-12-29T20:22:28Z,2020-12-29T16:18:44Z,7300240014,"DHL,RGE Transport",4H 3M 44S,14624s (~4.06 hours)
8030 BCFG Bagong Ilog,8030 BCFG Bagong Ilog,UVV628,UVV628,2020-12-29T20:22:28Z,2020-12-30T06:56:04Z,7300241713,"DHL,RGE Transport",-10H -33M -36S,-38016s (~-10.56 hours)
8030 BCFG Bagong Ilog,8030 BCFG Bagong Ilog,UVV628,UVV628,2020-12-29T20:22:28Z,2021-01-06T14:25:41Z,7300243938,"DHL,RGE Transport",-7d -18H -3M -13S,-669793s (~-1.11 weeks)
8030 BCFG Bagong Ilog,8030 BCFG Bagong Ilog,UVV628,UVV628,2020-12-29T20:22:28Z,2021-01-05T23:01:00Z,7300243940,"DHL,RGE Transport",-7d -2H -38M -32S,-614312s (~-1.02 weeks)
8100 BCFG San Pedro,NA,ABK 9024,NA,2020-12-29T20:23:35Z,NA,NA,"DHL,Goldmaine Logistics Service",NA,NA
8330 BCFG GMA MEGA DC,NA,RKS 597,NA,2020-12-29T20:27:30Z,NA,NA,"ACJ Movers Trucking,DHL",NA,NA
PUREGOLD PRICE CLUB - 999 MALL,NA,ABC 7414,NA,2020-12-29T20:28:02Z,NA,NA,"DHL,Tri-Axle Trading & Logistics Corp.",NA,NA
"ULTRA MEGA MULTI SALES TONDO, MANIL",NA,ABC 7414,NA,2020-12-29T20:28:09Z,NA,NA,"DHL,Tri-Axle Trading & Logistics Corp.",NA,NA
8174 BCFG DC Pinagbuhatan,NA,AAB1199,NA,2020-12-29T20:29:58Z,NA,NA,"DHL,Wide Area Logistics Solutions Inc.",NA,NA
PUREGOLD PRICE CLUB - 999 MALL,NA,ABC 7414,NA,2020-12-29T20:31:10Z,NA,NA,"DHL,Tri-Axle Trading & Logistics Corp.",NA,NA
"ULTRA MEGA MULTI SALES TONDO, MANIL",NA,ABC 7414,NA,2020-12-29T20:31:47Z,NA,NA,"DHL,Tri-Axle Trading & Logistics Corp.",NA,NA
8420 South Mega DC,NA,CBF5353,NA,2020-12-29T20:34:07Z,NA,NA,"DHL,Leavil Trucking",NA,NA
8174 BCFG DC Pinagbuhatan,NA,ABC 7413,NA,2020-12-29T20:35:27Z,NA,NA,"DHL,Tri-Axle Trading & Logistics Corp.",NA,NA
8330 BCFG GMA MEGA DC,NA,RKS 597,NA,2020-12-29T20:37:30Z,NA,NA,"ACJ Movers Trucking,DHL",NA,NA
8060 BCFG Tarlac,NA,BVU 188,NA,2020-12-29T20:40:21Z,NA,NA,"DHL,DHL,DMaya One Logistics",NA,NA
8174 BCFG DC Pinagbuhatan,NA,RKS 597,NA,2020-12-29T20:43:31Z,NA,NA,"ACJ Movers Trucking,DHL",NA,NA
8160 BCFG Binan,NA,RES 917,NA,2020-12-29T20:44:13Z,NA,NA,"DHL,Goldmaine Logistics Service",NA,NA
8420 South Mega DC,NA,SPC9054,NA,2020-12-29T20:45:00Z,NA,NA,"DHL,SPC Trucking",NA,NA
8420 South Mega DC,NA,ACO 2548,NA,2020-12-29T20:45:55Z,NA,NA,"DHL,Boyemma Trading",NA,NA
